1	tdum_shp2_stat3_py
2	socs1
3	tdum_shp2_stat1_py
4	cfos
5	crp
6	grb2_sos
7	dum_gp80_a_il6rc
8	erk12
9	dum_cebp_saa
10	cebpb
11	cebpd
12	dum_mtorc1_or_pkcd_stat3_ta
13	var_app
14	ras_gap
15	gab1_mem_p
16	anti_apoptotic
17	ras
18	bad
19	akt
20	mtorc2
21	cam_ca
22	rac1
23	mtorc1
24	gsk3
25	pro_proliferative
26	pi3k
27	pro_hgf
28	shp2_a
29	p70s6k
30	gp80s_a
31	dum_gab1_kin_or_jak1_gab1_mem_p
32	dum_il6rc_p_or_grb2_vav
33	il6rc_p
34	mek1
35	casp9
36	ip3
37	plcg
38	saa
39	stat1_ta
40	tdum_socs1_vav
41	p38
42	gab1_mem
43	raf1
44	gp80m_a
45	dum_pkcd_camk24_stat1_ta
46	pip3
47	camk24
48	ir
49	stat3_ta
50	mek4
51	fkhr
52	mek6
53	pkcd
54	cmyc
55	gp130s
56	stat1_py
57	mekk1
58	irs1_ps
59	jak1
60	il6rc
61	mk2
62	irs1_py
63	socs3
64	tdum_shp2_il6rc_p
65	vav
66	stat3_py
67	shp2
68	a2m_gfbg
69	junb
70	tdum_socs3_shp2
71	ca
72	gp130m
73	pias3
74	slim
75	ros
76	gab1_kin
77	pten
78	pias1
79	nfkb
80	cyt_ptpe
81	phlpp
82	mtor
83	sirp1a
84	pdk1
85	ship
86	il6
